title,price,sku,description,sizes,colors,images,type,product_link
Diners Men'S Polo T-Shirt,"Rs.2,990.00",NA867-L-BLUE(2;1;C),"Shirt Type: Casual T-Shirt
Sleeves: Half Sleeves
Collars Type: Polo Collar","S,L,XL,L-BLUE","S,L,XL,XXL,XXXL,L-BLUE","https://cdn.shopify.com/s/files/1/2219/4051/products/NA867-L-BLUE-RS-2990-01_compact.jpg?v=1660983065,https://cdn.shopify.com/s/files/1/2219/4051/products/NA867-L-BLUE-RS-2990-03_compact.jpg?v=1660983065",t-shirt,https://diners.com.pk/collections/t-shirts/products/diners-mens-polo-t-shirt-32
Diners Men'S Polo T-Shirt,"Rs.2,167.50",NA836-TEAL,"Shirt Type: Casual T-Shirt
Sleeves: Half Sleeves
Collars Type: Polo Collar","S,M,L,XXL,TEAL","S,M,L,XL,XXL,XXXL,TEAL","https://cdn.shopify.com/s/files/1/2219/4051/products/NA836-TEAL-RS-2890-01_compact.jpg?v=1661603988,https://cdn.shopify.com/s/files/1/2219/4051/products/NA836-TEAL-RS-2890-02_compact.jpg?v=1661603988,https://cdn.shopify.com/s/files/1/2219/4051/products/NA836-TEAL-RS-2890-03_compact.jpg?v=1661603988",t-shirt,https://diners.com.pk/collections/t-shirts/products/diners-mens-polo-t-shirt-39
Diners Men'S Polo T-Shirt SKU: NA885-GREEN,"Rs.3,667.50",NA885-GREEN(5;2;B)(5;6;B),"Shirt Type: Casual T-Shirt
Sleeves: Half Sleeves
Collars Type: Polo Collar","S,M,L,XL,XXL,XXXL,GREEN","S,M,L,XL,XXL,XXXL,GREEN","https://cdn.shopify.com/s/files/1/2219/4051/products/NA888-Teal-Rs-4890-01_compact.jpg?v=1654261502,https://cdn.shopify.com/s/files/1/2219/4051/products/NA888-Teal-Rs-4890-02_compact.jpg?v=1654261502,https://cdn.shopify.com/s/files/1/2219/4051/products/NA888-Teal-Rs-4890-03_compact.jpg?v=1654261503",t-shirt,https://diners.com.pk/collections/t-shirts/products/diners-mens-polo-t-shirt-sku-na885-green
Diners Men'S Polo T-Shirt SKU: NA887-WHITE,"Rs.3,667.50",NA887-WHITE(5;6;B)(5;1;C),"Shirt Type: Casual T-Shirt
Sleeves: Half Sleeves
Collars Type: Polo Collar","S,M,L,XXL,XXXL,WHITE","S,M,L,XXL,XXXL,WHITE","https://cdn.shopify.com/s/files/1/2219/4051/products/NA887-White-Rs-4890-01_compact.jpg?v=1654351006,https://cdn.shopify.com/s/files/1/2219/4051/products/NA887-White-Rs-4890-02_compact.jpg?v=1654351006,https://cdn.shopify.com/s/files/1/2219/4051/products/NA887-White-Rs-4890-03_compact.jpg?v=1654351006",t-shirt,https://diners.com.pk/collections/t-shirts/products/diners-mens-polo-t-shirt-sku-na887-white
Diners Men'S Round Neck T-Shirt SKU: NA856-R-BLUE,"Rs.1,042.50",NA856-R-BLUE(3;3;D)(3;4;D),"Shirt Type: Casual T-Shirt
Sleeves: Half Sleeves","S,M,XL",No colors,"https://cdn.shopify.com/s/files/1/2219/4051/products/NA856-R-BLUE-RS-1390-01_compact.jpg?v=1648301530,https://cdn.shopify.com/s/files/1/2219/4051/products/NA856-R-BLUE-RS-1390-02_compact.jpg?v=1648301530,https://cdn.shopify.com/s/files/1/2219/4051/products/NA856-R-BLUE-RS-1390-03_compact.jpg?v=1648301530",t-shirt,https://diners.com.pk/collections/t-shirts/products/diners-mens-round-neck-t-shirt-sku-na856-r-blue
Diners Men'S Round Neck T-Shirt SKU: NA856-GREY,"Rs.1,042.50",NA856-GREY(3;3;D),"Shirt Type: Casual T-Shirt
Sleeves: Half Sleeves","S,M,XL",No colors,"https://cdn.shopify.com/s/files/1/2219/4051/products/NA856-GREY-RS-1390-01_compact.jpg?v=1650350542,https://cdn.shopify.com/s/files/1/2219/4051/products/NA856-GREY-RS-1390-02_compact.jpg?v=1650350543,https://cdn.shopify.com/s/files/1/2219/4051/products/NA856-GREY-RS-1390-03_compact.jpg?v=1650350542",t-shirt,https://diners.com.pk/collections/t-shirts/products/diners-mens-round-neck-t-shirt-sku-na856-grey
Diners Men'S Polo T-Shirt,"Rs.2,167.50",NA835-AQUA,"Shirt Type: Casual T-Shirt
Sleeves: Half Sleeves
Collars Type: Polo Collar","S,M,L,XL,AQUA","S,M,L,XL,XXXL,AQUA","https://cdn.shopify.com/s/files/1/2219/4051/products/NA835-AQUA-RS-2890-01_compact.jpg?v=1661603630,https://cdn.shopify.com/s/files/1/2219/4051/products/NA835-AQUA-RS-2890-02_compact.jpg?v=1661603630,https://cdn.shopify.com/s/files/1/2219/4051/products/NA835-AQUA-RS-2890-03_compact.jpg?v=1661603630",t-shirt,https://diners.com.pk/collections/t-shirts/products/diners-mens-polo-t-shirt-37
Diners Men'S Polo T-Shirt,"Rs.3,742.50",NA919-WHITE(7;4;C),"Shirt Type: Casual T-Shirt
Sleeves: Half Sleeves
Collars Type: Polo Collar","S,M,L,XL,XXL,WHITE","S,M,L,XL,XXL,XXXL,WHITE","https://cdn.shopify.com/s/files/1/2219/4051/products/NA919-White-Rs-4990-01_compact.jpg?v=1659016209,https://cdn.shopify.com/s/files/1/2219/4051/products/NA919-White-Rs-4990-02_compact.jpg?v=1659016208,https://cdn.shopify.com/s/files/1/2219/4051/products/NA919-White-Rs-4990-033_compact.jpg?v=1659016209",t-shirt,https://diners.com.pk/collections/t-shirts/products/diners-mens-polo-t-shirt-25
Diners Men'S Polo T-Shirt SKU: NA891-N-BLUE,"Rs.3,667.50",NA891-N-BLUE(6;3;A),"Shirt Type: Casual T-Shirt
Sleeves: Half Sleeves
Collars Type: Polo Collar","S,M,XL,XXL,XXXL,N-BLUE","S,M,XL,XXL,XXXL,N-BLUE","https://cdn.shopify.com/s/files/1/2219/4051/products/NA891-N-Blue-Rs-4890-01_compact.jpg?v=1654261807,https://cdn.shopify.com/s/files/1/2219/4051/products/NA891-N-Blue-Rs-4890-02_compact.jpg?v=1654261807",t-shirt,https://diners.com.pk/collections/t-shirts/products/diners-mens-polo-t-shirt-sku-na891-n-blue
Diners Men'S Round Neck T-Shirt,"Rs.1,192.50",NA907-R-BLUE,"Shirt Type: Casual T-Shirt
Sleeves: Half Sleeves","S,M,L,XL,XXL",No colors,"https://cdn.shopify.com/s/files/1/2219/4051/products/NA907-R-BLUE-RS-1590-01_compact.jpg?v=1662381305,https://cdn.shopify.com/s/files/1/2219/4051/products/NA907-R-BLUE-RS-1590-02_compact.jpg?v=1662381304,https://cdn.shopify.com/s/files/1/2219/4051/products/NA907-R-BLUE-RS-1590-03_compact.jpg?v=1662381305",t-shirt,https://diners.com.pk/collections/t-shirts/products/diners-mens-round-neck-t-shirt-6
Diners Men'S Polo T-Shirt,"Rs.3,742.50",NA919-N-BLUE,"Shirt Type: Casual T-Shirt
Sleeves: Half Sleeves
Collars Type: Polo Collar","S,M,XL,N-BLUE","S,M,L,XL,XXL,XXXL,N-BLUE","https://cdn.shopify.com/s/files/1/2219/4051/products/NA919-N-Blue-Rs-4990-01_compact.jpg?v=1658324819,https://cdn.shopify.com/s/files/1/2219/4051/products/NA919-N-Blue-Rs-4990-02_compact.jpg?v=1658324819,https://cdn.shopify.com/s/files/1/2219/4051/products/NA919-N-Blue-Rs-4990-03_compact.jpg?v=1658324819",t-shirt,https://diners.com.pk/collections/t-shirts/products/diners-mens-polo-t-shirt-6
Diners Men'S Polo T-Shirt SKU: NA897-N-BLUE,"Rs.3,742.50",NA897-N-BLUE(7;6;A)(7;1;B),"Shirt Type: Casual T-Shirt
Sleeves: Half Sleeves
Collars Type: Polo Collar","S,M,L,XL,XXXL,N-BLUE","S,M,L,XL,XXL,XXXL,N-BLUE","https://cdn.shopify.com/s/files/1/2219/4051/products/NA897-N-Blue-Rs-4990-01_compact.jpg?v=1655474363,https://cdn.shopify.com/s/files/1/2219/4051/products/NA897-N-Blue-Rs-4990-02_compact.jpg?v=1655474363,https://cdn.shopify.com/s/files/1/2219/4051/products/NA897-N-Blue-Rs-4990-03_compact.jpg?v=1655474364",t-shirt,https://diners.com.pk/collections/t-shirts/products/diners-mens-polo-t-shirt-sku-na897-n-blue
Diners Men'S Polo T-Shirt,"Rs.1,646.25",NA827-BEIDGE,"Shirt Type: Casual T-Shirt
Sleeves: Half Sleeves
Collars Type: Polo Collar","S,M,L,XL,BEIDGE","S,M,L,XL,XXL,XXXL,BEIDGE","https://cdn.shopify.com/s/files/1/2219/4051/products/NA827-BEIDGE-RS-2195-01_compact.jpg?v=1661602908,https://cdn.shopify.com/s/files/1/2219/4051/products/NA827-BEIDGE-RS-2195-02_compact.jpg?v=1661602908,https://cdn.shopify.com/s/files/1/2219/4051/products/NA827-BEIDGE-RS-2195-03_compact.jpg?v=1661602908",t-shirt,https://diners.com.pk/collections/t-shirts/products/diners-mens-polo-t-shirt-34
Diners Men'S Polo T-Shirt SKU: NA889-PEACH,"Rs.3,667.50",NA889-PEACH(5;1;D)(5;2;D),"Shirt Type: Casual T-Shirt
Sleeves: Half Sleeves
Collars Type: Polo Collar","S,M,L,XL,XXL,PEACH","S,M,L,XL,XXL,XXXL,PEACH","https://cdn.shopify.com/s/files/1/2219/4051/products/NA889-Peach-Rs-4890-01_compact.jpg?v=1654261620,https://cdn.shopify.com/s/files/1/2219/4051/products/NA889-Peach-Rs-4890-02_compact.jpg?v=1654261620,https://cdn.shopify.com/s/files/1/2219/4051/products/NA889-Peach-Rs-4890-03_compact.jpg?v=1654261621",t-shirt,https://diners.com.pk/collections/t-shirts/products/diners-mens-polo-t-shirt-sku-na889-peach
Diners Men'S Polo T-Shirt,"Rs.3,742.50",NA917-PEACH,"Shirt Type: Casual T-Shirt
Sleeves: Half Sleeves
Collars Type: Polo Collar","S,M,L,XL,XXL,PEACH","S,M,L,XL,XXL,XXXL,PEACH","https://cdn.shopify.com/s/files/1/2219/4051/products/NA917-Peach-Rs-4990-01_compact.jpg?v=1658407594,https://cdn.shopify.com/s/files/1/2219/4051/products/NA917-Peach-Rs-4990-02_compact.jpg?v=1658407593,https://cdn.shopify.com/s/files/1/2219/4051/products/NA917-Peach-Rs-4990-03_compact.jpg?v=1658407594",t-shirt,https://diners.com.pk/collections/t-shirts/products/diners-mens-polo-t-shirt-19
Diners Men'S Polo T-Shirt,"Rs.2,167.50",NA840-TEAL(2;6;A),"Shirt Type: Casual T-Shirt
Sleeves: Half Sleeves
Collars Type: Polo Collar","S,M,L,XL,TEAL","S,M,L,XL,XXL,XXXL,TEAL","https://cdn.shopify.com/s/files/1/2219/4051/products/NA840-TEAL-RS-2890-01_compact.jpg?v=1660982069,https://cdn.shopify.com/s/files/1/2219/4051/products/NA840-TEAL-RS-2890-02_compact.jpg?v=1660982069,https://cdn.shopify.com/s/files/1/2219/4051/products/NA840-TEAL-RS-2890-03_compact.jpg?v=1660982069",t-shirt,https://diners.com.pk/collections/t-shirts/products/diners-mens-polo-t-shirt-30
Diners Men'S Round Neck T-Shirt SKU: NA824-R-BLUE,"Rs.1,267.50",NA824-R-BLUE (2;1;A),"Shirt Type: Casual T-Shirt
Sleeves: Half Sleeves","S,XL",No colors,"https://cdn.shopify.com/s/files/1/2219/4051/products/NA824-R-BLUE-RS-1690-01_compact.jpg?v=1648460454,https://cdn.shopify.com/s/files/1/2219/4051/products/NA824-R-BLUE-RS-1690-02_compact.jpg?v=1648460453,https://cdn.shopify.com/s/files/1/2219/4051/products/NA824-R-BLUE-RS-1690-03_compact.jpg?v=1648460454",t-shirt,https://diners.com.pk/collections/t-shirts/products/diners-mens-round-neck-t-shirt-sku-na824-r-blue
Diners Men'S Polo T-Shirt SKU: NA864-OLIVE,"Rs.2,092.50",NA864-OLIVE(4;6;B)(4;1;C),"Shirt Type: Casual T-Shirt
Sleeves: Half Sleeves
Collars Type: Polo Collar","S,M,L,OLIVE","S,M,L,XL,XXL,XXXL,OLIVE","https://cdn.shopify.com/s/files/1/2219/4051/products/NA864-OLIVE-RS-2790-01_compact.jpg?v=1653914291,https://cdn.shopify.com/s/files/1/2219/4051/products/NA864-OLIVE-RS-2790-02_compact.jpg?v=1653914292,https://cdn.shopify.com/s/files/1/2219/4051/products/NA864-OLIVE-RS-2790-03_compact.jpg?v=1653914292",t-shirt,https://diners.com.pk/collections/t-shirts/products/diners-mens-polo-t-shirt-sku-na864-olive
Diners Men'S Polo T-Shirt,"Rs.3,742.50",NA921-AQUA,"Shirt Type: Casual T-Shirt
Sleeves: Half Sleeves
Collars Type: Polo Collar","S,M,XL,AQUA","S,M,XL,XXL,XXXL,AQUA","https://cdn.shopify.com/s/files/1/2219/4051/products/NA921-Aqua-Rs-4990-01_compact.jpg?v=1658325155,https://cdn.shopify.com/s/files/1/2219/4051/products/NA921-Aqua-Rs-4990-02_compact.jpg?v=1658325153",t-shirt,https://diners.com.pk/collections/t-shirts/products/diners-mens-polo-t-shirt-9
Diners Men'S Round Neck T-Shirt SKU: NA869-WHITE,"Rs.1,267.50",NA869-WHITE(4;4;C),"Shirt Type: Casual T-Shirt
Sleeves: Half Sleeves","S,M,L,XL",No colors,"https://cdn.shopify.com/s/files/1/2219/4051/products/NA869-WHITE-RS-1690-01_compact.jpg?v=1652709287,https://cdn.shopify.com/s/files/1/2219/4051/products/NA869-WHITE-RS-1690-02_compact.jpg?v=1652709287,https://cdn.shopify.com/s/files/1/2219/4051/products/NA869-WHITE-RS-1690-03_compact.jpg?v=1652709287",t-shirt,https://diners.com.pk/collections/t-shirts/products/diners-mens-round-neck-t-shirt-sku-na869-white
Diners Men'S Polo T-Shirt SKU: NA830-RED,"Rs.2,167.50",NA830-RED(3;3;B)(3;4;B),"Shirt Type: Casual T-Shirt
Sleeves: Half Sleeves
Collars Type: Polo Collar","S,M,L,XL,XXL,RED","S,M,L,XL,XXL,XXXL,RED","https://cdn.shopify.com/s/files/1/2219/4051/products/NA830-Red-Rs-2890-01_compact.jpg?v=1655473172,https://cdn.shopify.com/s/files/1/2219/4051/products/NA830-Red-Rs-2890-02_compact.jpg?v=1655473172,https://cdn.shopify.com/s/files/1/2219/4051/products/NA830-Red-Rs-2890-03_compact.jpg?v=1655473173",t-shirt,https://diners.com.pk/collections/t-shirts/products/diners-mens-polo-t-shirt-sku-na830-red
Diners Men'S Polo T-Shirt,"Rs.2,167.50",NA841-MAROON(3;3;C)(3;4;C),"Shirt Type: Casual T-Shirt
Sleeves: Half Sleeves
Collars Type: Polo Collar","S,M,L,XL,XXL,MAROON","S,M,L,XL,XXL,XXXL,MAROON","https://cdn.shopify.com/s/files/1/2219/4051/products/NA841-Maroon-Rs-2890-01_compact.jpg?v=1659015941,https://cdn.shopify.com/s/files/1/2219/4051/products/NA841-Maroon-Rs-2890-02_compact.jpg?v=1659015940,https://cdn.shopify.com/s/files/1/2219/4051/products/NA841-Maroon-Rs-2890-03_compact.jpg?v=1659015941",t-shirt,https://diners.com.pk/collections/t-shirts/products/diners-mens-polo-t-shirt-23
Diners Men'S Polo T-Shirt SKU: NA892-L-GREY,"Rs.3,742.50",NA892-L-GREY(6;4;A)(6;5;A),"Shirt Type: Casual T-Shirt
Sleeves: Half Sleeves
Collars Type: Polo Collar","S,M,L,XL,XXL,XXXL,L-GREY","S,M,L,XL,XXL,XXXL,L-GREY","https://cdn.shopify.com/s/files/1/2219/4051/products/NA892-L-Grey-Rs-4990-01_compact.jpg?v=1655473359,https://cdn.shopify.com/s/files/1/2219/4051/products/NA892-L-Grey-Rs-4990-02_compact.jpg?v=1655473359,https://cdn.shopify.com/s/files/1/2219/4051/products/NA892-L-Grey-Rs-4990-03_compact.jpg?v=1655473359",t-shirt,https://diners.com.pk/collections/t-shirts/products/diners-mens-polo-t-shirt-sku-na892-l-grey
Diners Men'S Polo T-Shirt SKU: NA894-PEACH,"Rs.3,742.50",NA894-PEACH(6;2;C),"Shirt Type: Casual T-Shirt
Sleeves: Half Sleeves
Collars Type: Polo Collar","S,M,L,XL,XXL,XXXL,PEACH","S,M,L,XL,XXL,XXXL,PEACH","https://cdn.shopify.com/s/files/1/2219/4051/products/NA894-Peach-Rs-4990-01_compact.jpg?v=1655473580,https://cdn.shopify.com/s/files/1/2219/4051/products/NA894-Peach-Rs-4990-02_compact.jpg?v=1655473579,https://cdn.shopify.com/s/files/1/2219/4051/products/NA894-Peach-Rs-4990-03_compact.jpg?v=1655473580",t-shirt,https://diners.com.pk/collections/t-shirts/products/diners-mens-polo-t-shirt-sku-na894-peach
Diners Men'S Polo T-Shirt SKU: NA828-M-GREEN,"Rs.1,646.25",NA828-M-GREEN(3;3;C),"Shirt Type: Casual T-Shirt
Sleeves: Half Sleeves
Collars Type: Polo Collar","S,M,M-GREEN","S,M,L,XL,XXL,XXXL,M-GREEN","https://cdn.shopify.com/s/files/1/2219/4051/products/NA828-M-GREEN-RS-2195-01_compact.jpg?v=1653913697,https://cdn.shopify.com/s/files/1/2219/4051/products/NA828-M-GREEN-RS-2195-02_compact.jpg?v=1653913698,https://cdn.shopify.com/s/files/1/2219/4051/products/NA828-M-GREEN-RS-2195-03_compact.jpg?v=1653913697",t-shirt,https://diners.com.pk/collections/t-shirts/products/diners-mens-polo-t-shirt-sku-na828-m-green
Diners Men'S Round Neck T-Shirt SKU: NA823-OLIVE,"Rs.1,267.50",NA823-OLIVE(1;6;C),"Shirt Type: Casual T-Shirt
Sleeves: Half Sleeves",M,No colors,"https://cdn.shopify.com/s/files/1/2219/4051/products/NA823-OLIVE-RS-1690-01_compact.jpg?v=1650350357,https://cdn.shopify.com/s/files/1/2219/4051/products/NA823-OLIVE-RS-1690-02_compact.jpg?v=1650350357",t-shirt,https://diners.com.pk/collections/t-shirts/products/diners-mens-round-neck-t-shirt-sku-na823-olive
Diners Men'S Polo T-Shirt,"Rs.2,890.00",NA834-GREEN,"Shirt Type: Casual T-Shirt
Sleeves: Half Sleeves
Collars Type: Polo Collar","S,M,L,GREEN","S,M,L,XL,XXL,XXXL,GREEN","https://cdn.shopify.com/s/files/1/2219/4051/products/NA834-GREEN-RS-2890-01_compact.jpg?v=1661603421,https://cdn.shopify.com/s/files/1/2219/4051/products/NA834-GREEN-RS-2890-02_compact.jpg?v=1661603421,https://cdn.shopify.com/s/files/1/2219/4051/products/NA834-GREEN-RS-2890-03_compact.jpg?v=1661603422",t-shirt,https://diners.com.pk/collections/t-shirts/products/diners-mens-polo-t-shirt-36
